Date, Close/Last, Volume, Open, High, Low
10/10/2013, 15.9017, 2788469, 15.525, 15.9046, 15.5133
10/09/2013, 15.2467, 2968709, 15.2233, 15.35, 15.0685
10/08/2013, 15.185, 2306976, 15.4983, 15.52, 15.185
10/07/2013, 15.51, 1525074, 15.52, 15.6693, 15.475
10/04/2013, 15.7917, 1607538, 15.635, 15.8233, 15.5883
10/03/2013, 15.63, 2189274, 15.85, 15.86, 15.5317
10/02/2013, 15.9033, 2051118, 15.9017, 15.9383, 15.7417
10/01/2013, 16.0368, 1459080, 15.9167, 16.0783, 15.8717
09/30/2013, 15.915, 2337120, 15.8833, 16.0333, 15.785
09/27/2013, 16.18, 1556634, 16.2017, 16.2283, 16.09
09/26/2013, 16.3483, 1197012, 16.2783, 16.4583, 16.2385
09/25/2013, 16.2467, 2058168, 16.3883, 16.4332, 16.1783
09/24/2013, 16.3983, 1325820, 16.5283, 16.5933, 16.3667
09/23/2013, 16.5233, 1601724, 16.6083, 16.6515, 16.4483
09/20/2013, 16.6867, 1562028, 17.0583, 17.0683, 16.6667
09/19/2013, 17.0317, 1437636, 17.1567, 17.1633, 17.015
09/18/2013, 17.1133, 2480352, 16.7783, 17.1983, 16.6717
09/17/2013, 16.8041, 1237356, 16.7567, 16.86, 16.755
09/16/2013, 16.7217, 1855176, 16.8267, 16.8566, 16.6833
09/13/2013, 16.4733, 1382112, 16.39, 16.4967, 16.3683
09/12/2013, 16.3217, 1370736, 16.3933, 16.4096, 16.2833
09/11/2013, 16.35, 1271484, 16.0683, 16.3533, 16.0683
09/10/2013, 16.075, 1982886, 16, 16.075, 15.9267
09/09/2013, 15.8, 1288974, 15.5917, 15.8583, 15.5917
09/06/2013, 15.5067, 2018064, 15.6217, 15.69, 15.2367
09/05/2013, 15.5283, 894552, 15.5267, 15.6317, 15.5
09/04/2013, 15.5233, 1175946, 15.2933, 15.5713, 15.25
09/03/2013, 15.2933, 1507080, 15.465, 15.53, 15.2083
08/30/2013, 15.255, 1129536, 15.38, 15.38, 15.1667
08/29/2013, 15.3333, 920232, 15.2933, 15.4854, 15.25
08/28/2013, 15.3033, 838158, 15.1683, 15.375, 15.1633
08/27/2013, 15.1833, 2084394, 15.3233, 15.44, 15.1633
08/26/2013, 15.545, 912558, 15.6783, 15.76, 15.54
08/23/2013, 15.6733, 1305726, 15.6233, 15.7067, 15.5133
08/22/2013, 15.5617, 1219926, 15.4767, 15.6217, 15.455
08/21/2013, 15.4333, 1905744, 15.6017, 15.691, 15.3967
08/20/2013, 15.66, 732672, 15.695, 15.7904, 15.595
08/19/2013, 15.6667, 923244, 15.7717, 15.8567, 15.6517
08/16/2013, 15.8133, 1200144, 15.83, 15.9317, 15.755
08/15/2013, 15.88, 2407554, 16.0667, 16.0667, 15.8367
08/14/2013, 16.3433, 3047519, 16.5383, 16.55, 16.2933
08/13/2013, 16.575, 1403220, 16.565, 16.6855, 16.35
08/12/2013, 16.51, 573948, 16.375, 16.535, 16.3483
08/09/2013, 16.5083, 989874, 16.635, 16.685, 16.3517
08/08/2013, 16.6517, 1544718, 16.7817, 16.8, 16.4917
